Nitab05g020030.1	Nitab24g006160.1
Nitab13g017440.1	Nitab21g018290.1
Nitab18g020810.1	Nitab09g011870.1
Nitab21g008540.1	Nitab17g035740.1
Nitab07g011650.1	Nitab19g025900.1
Nitab11g026240.1	Nitab14g006710.1
Nitab18g018760.1	Nitab19g019570.1
Nitab03g029920.1	Nitab12g023580.1
Nitab08g022100.1	Nitab04g019320.1
Nitab06g016180.1	Nitab13g015540.1
Nitab21g012360.1	Nitab04g020670.1
Nitab20g018690.1	Nitab12g016550.1
Nitab01g022580.1	Nitab19g024660.1
Nitab06g007350.1	Nitab04g030710.1
Nitab05g013540.1	Nitab15g015950.1
Nitab05g021310.1	Nitab19g030880.1
Nitab06g022750.1	Nitab04g018130.1
Nitab01g025480.1	Nitab12g006420.1
Nitab20g020800.1	Nitab15g009520.1
Nitab06g012530.1	Nitab02g010470.1
Nitab06g029350.1	Nitab22g015460.1
Nitab11g015440.1	Nitab13g018470.1
Nitab13g017220.1	Nitab23g020460.1
Nitab01g025080.1	Nitab12g006910.1
Nitab10g017630.1	Nitab02g017870.1
Nitab18g013980.1	Nitab09g016380.1
Nitab18g019550.1	Nitab12g020990.1
Nitab22g031010.1	Nitab19g010510.1
Nitab10g014970.1	Nitab19g034400.1
Nitab16g005330.1	Nitab23g029580.1
Nitab03g018730.1	Nitab14g018530.1
Nitab10g013140.1	Nitab22g020020.1
Nitab07g017210.1	Nitab19g029600.1
Nitab06g029910.1	Nitab21g018790.1
Nitab11g020550.1	Nitab24g011590.1
Nitab18g020860.1	Nitab15g018520.1
Nitab06g011640.1	Nitab22g005550.1
Nitab18g013110.1	Nitab09g016710.1
Nitab22g029730.1	Nitab19g031000.1
Nitab05g014960.1	Nitab15g018910.1
Nitab08g006790.1	Nitab04g008060.1
Nitab08g015880.1	Nitab21g017990.1
Nitab06g012340.1	Nitab04g026110.1
Nitab11g009100.1	Nitab22g016370.1
Nitab01g011480.1	Nitab15g019050.1
Nitab03g009040.1	Nitab17g038110.1
Nitab20g005490.1	Nitab15g015570.1
Nitab03g021480.1	Nitab17g017190.1
Nitab01g015080.1	Nitab23g017140.1
Nitab03g013840.1	Nitab19g017670.1
Nitab10g024140.1	Nitab02g025930.1
Nitab16g015090.1	Nitab23g007100.1
Nitab18g018400.1	Nitab12g006380.1
Nitab22g023500.1	Nitab14g014700.1
Nitab07g014050.1	Nitab13g005370.1
Nitab08g007640.1	Nitab22g008960.1
Nitab18g012560.1	Nitab04g005830.1
Nitab06g016910.1	Nitab04g021830.1
